ID,release_type,Sex,SVL,Date,Time,hours,Temp,Rainfall,Humidity,Cloud cover,Fix,Distance,Direction,Ht_ground,Tree spp,Tree_ht,Microhabitat,Orientation,Activity,Disturbed
16/G38,SR,F,84,5/03/18,1250,12.60,21.4,0,76,8,27,8.43,2,1.42,kanuka,3.53,2 branch,up,moving,Yes
2/G12,SR,F,76,14/01/18,1115,NA,27.3,0,58,0,0,NA,NA,1.2,kanuka,NA,foam cover,NA,NA,Yes
2/G12,SR,F,76,15/01/18,1400,26.75,29.8,0.2,55,3,1,3.1,0,2.3,kanuka,3,branch,NA,moving,No
2/G12,SR,F,76,15/01/18,10,10.17,20.6,0.2,80,0,2,2.8,150,NA,kanuka,3,NA,NA,NA,No
2/G12,SR,F,76,16/01/18,1500,14.83,25.9,0,56,6,3,0,0,NA,kanuka,3,NA,NA,NA,No
2/G12,SR,F,76,17/01/18,1618,25.30,24.9,24.6,52,8,4,3.3,320,NA,kanuka,3,NA,NA,NA,No
2/G12,SR,F,76,19/01/18,1050,42.53,20.3,0.2,95,7,5,2.1,90,3.4,kanuka,3.5,?foliage,NA,NA,No
2/G12,SR,F,76,20/01/18,1350,27.00,23.8,0,74,2,6,0.9,170,2,kanuka,3.6,2 branch,NA,NA,Yes
2/G12,SR,F,76,21/01/18,1543,25.88,24.1,0,76,4,7,1,0,2.7,kanuka,3.5,2 branch,NA,NA,No
2/G12,SR,F,76,22/01/18,1808,26.42,22.5,0,78,7.5,8,3.5,202,NA,Ngaio,4,NA,NA,NA,No
2/G12,SR,F,76,23/01/18,2325,29.28,22.2,0,82,8,9,5.8,350,NA,?,NA,NA,NA,NA,No
2/G12,SR,F,76,24/01/18,1334,14.15,26.3,0,70,0.5,10,1.4,252.5,NA,Ngaio,3.6,NA,NA,NA,No
2/G12,SR,F,76,24/01/18,2334,10.00,21.1,0,90,0.5,11,2.7,200,NA,COProb,NA,NA,NA,NA,No
2/G12,SR,F,76,28/01/18,1230,84.93,26.5,0,63,0,12,5.25,202,1.86,kanuka,3.5,2 branch,up,moving,maybe
2/G12,SR,F,76,29/01/18,2210,33.67,21.2,0,83,0,13,2.5,72,NA,kanuka,3.5,NA,NA,NA,No
2/G12,SR,F,76,30/01/18,1529,17.32,24.3,0,75,7,14,6.2,302,NA,PITten,3.75,NA,NA,NA,No
2/G12,SR,F,76,30/01/18,16,8.78,21.2,0,88,6,15,2.7,286,NA,PITten,3.75,NA,NA,NA,No
2/G12,SR,F,76,1/02/18,1325,37.15,24.1,27.2,73,8,16,7.55,120,1.6,Ngaio,3.55,foam cover,up,not moving,Yes
2/G12,SR,F,76,2/02/18,1532,26.12,21.3,0,66,6.5,17,8.95,175,3.45,Ngaio,3.65,4 branch,down,not moving,No
2/G12,SR,F,76,2/02/18,9,8.62,15.1,0,71,7,18,2.9,98,NA,PITten,3.7,NA,NA,NA,No
2/G12,SR,F,76,3/02/18,1316,13.12,17.4,0,61,7.5,19,3.7,335,NA,kanuka,3.8,NA,NA,NA,No
2/G12,SR,F,76,3/02/18,2305,9.82,14,0,62,1,20,1.2,340,NA,UNID10,4.45,NA,NA,NA,No
2/G12,SR,F,76,5/02/18,13,25.13,18.8,0,77,0,21,9.6,308,NA,kanuka,3.41,?foliage,NA,NA,No
2/G12,SR,F,76,6/02/18,1453,38.67,22.6,0,53,0.5,22,2.3,290,2.4,kanuka,3.5,4 branch,up,basking,No
2/G12,SR,F,76,8/02/18,2259,56.10,17.6,0,62,0,23,2.25,130,NA,kanuka,3.8,NA,NA,NA,No
2/G12,SR,F,76,12/02/18,46,73.78,21.1,0,90,7,24,0.9,322,NA,kanuka,3.8,NA,NA,NA,No
2/G12,SR,F,76,13/02/18,1404,37.30,24.1,0,75,6,25,0.6,303,NA,kanuka,3.8,NA,NA,NA,No
2/G12,SR,F,76,14/02/18,2356,33.87,18.9,0,85,1,26,0.35,105,NA,kanuka,3.8,NA,NA,NA,No
2/G12,SR,F,76,15/02/18,2245,22.82,19.9,0,87,1,27,4.25,54,1.68,Ngaio,3.92,2 branch,down,moving,maybe
2/G12,SR,F,76,17/02/18,147,27.03,20.3,1,95,7,28,3.63,247,NA,kanuka,3.65,NA,NA,NA,No
2/G12,SR,F,76,18/02/18,1241,34.90,23.3,0,79,3,29,2.25,273,NA,kanuka,3.37,NA,NA,NA,No
2/G12,SR,F,76,19/02/18,1429,25.80,23.5,33.8,67,8,30,0.5,230,NA,kanuka,3.37,NA,NA,NA,No
2/G12,SR,F,76,22/02/18,1227,69.97,17.2,0,69,7.5,31,3.25,24,2.68,kanuka,3.63,2 branch,down,NA,No
21/Neilla de Grasse Treeson,HR,F,81,5/02/18,1450,NA,23.4,0,61,1.5,1,12.2,330,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,6/02/18,2300,32.17,14.3,0,73,1,2,0.64,68,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,7/02/18,1303,14.05,25.7,0,43,5,3,0,NA,0,grass,NA,long grass,horizontal,not moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,8/02/18,1531,26.47,25.8,0,44,2,4,0,NA,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,12/02/18,1406,94.58,22.1,0,92,8,5,8.82,85,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,13/02/18,1259,22.88,24.1,0,75,6,6,0.5,347,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,14/02/18,2331,34.53,18.9,0,85,1,7,0.65,159,0,grass,NA,long grass,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,15/02/18,1232,13.02,22.6,0,70,0.5,8,0,NA,0,grass,NA,long grass,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,17/02/18,1409,49.62,21.3,1,94,3,9,0,NA,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,18/02/18,2352,33.72,20.7,0,81,0,10,2.25,260,0,grass,NA,long grass,horizontal,moving,Yes
21/Neilla de Grasse Treeson,HR,F,81,19/02/18,1254,13.03,23.5,33.8,67,8,11,3.92,305,NA,kanuka,3.96,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,21/02/18,1431,49.62,19.5,14.4,64,1.5,12,1.7,307,NA,kanuka,3.96,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,22/02/18,1315,22.73,17.2,0,69,7.5,13,2.32,144,NA,kanuka,3.96,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,23/02/18,1630,27.25,20.6,0,67,6,14,0.9,340,NA,kanuka,3.96,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,24/02/18,1333,21.05,22,0,69,1,15,1.8,260,NA,kanuka,NA,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,24/02/18,2245,9.20,19.2,0,78,7,16,3.1,70,NA,kanuka,3.96,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,25/02/18,1340,14.92,21.2,3.4,53,4,17,0.8,220,NA,kanuka,3.96,?foliage,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,25/02/18,2239,8.98,18.8,3.4,64,1,18,2.1,250,NA,kanuka,4,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,26/02/18,1604,17.42,15,6,66,1,19,1.45,60,1.5,kanuka,4,2 branch,down,not moving,No
21/Neilla de Grasse Treeson,HR,F,81,27/02/18,1308,21.07,19.1,6.2,54,4,20,1.55,180,NA,kanuka,4.5,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,28/02/18,1150,22.70,21.2,0.2,81,8,21,0.7,140,2.8,kanuka,3.9,2 branch,down,not moving,No
21/Neilla de Grasse Treeson,HR,F,81,28/02/18,5,12.25,17.1,0.2,92,8,22,2.31,170,NA,kanuka,NA,?foliage,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,1/03/18,1353,13.80,23.2,0,66,6,23,1.43,335,NA,kanuka,3.9,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,2/03/18,1440,24.78,23.2,0,70,8,24,1.73,60,NA,kanuka,4.29,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,2/03/18,2340,9.00,17.5,0,82,7.5,25,0,NA,NA,kanuka,4.29,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,4/03/18,1340,38.00,25.1,0,61,1,26,0.86,277,NA,kanuka,4.18,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,5/03/18,1421,24.68,21.4,0,76,8,27,1.04,77,NA,kanuka,4.29,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,7/03/18,2357,57.60,13.6,3,83,6,28,1.08,250,NA,kanuka,4.29,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,8/03/18,1428,14.52,15.5,0,83,8,29,2.19,74,NA,kanuka,4.02,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,8/03/18,2250,8.37,15.2,0,76,6,30,2.52,348,NA,kanuka,4.03,NA,NA,NA,No
21/Neilla de Grasse Treeson,HR,F,81,9/03/18,1318,14.47,17.8,1.8,69,2,31,3.22,166,3.33,kanuka,4.02,3 branch,NA,NA,No
22/Scarpa,HR,M,77,5/02/18,1526,NA,23.4,0,61,1.5,1,18.1,310,1.65,Ngaio,3,3 branch,up,not moving,No
22/Scarpa,HR,M,77,6/02/18,2335,32.15,14.3,0,73,1,2,25.75,298,0,grass,NA,long grass,horizontal,moving,Yes
22/Scarpa,HR,M,77,7/02/18,1246,13.18,25.7,0,43,5,3,1.5,122,2.45,Ngaio,3.26,4 branch,horizontal,not moving,Yes
22/Scarpa,HR,M,77,8/02/18,1629,27.72,25.8,0,44,2,4,1.1,0,NA,Ngaio,3.26,NA,NA,NA,No
22/Scarpa,HR,M,77,12/02/18,1258,92.48,22.1,0,92,8,5,1.75,305,NA,Ngaio,3.26,NA,NA,NA,No
22/Scarpa,HR,M,77,13/02/18,1248,23.83,24.1,0,75,6,6,3.5,300,NA,kanuka,3.75,NA,NA,NA,No
22/Scarpa,HR,M,77,13/02/18,1554,3.10,24.1,0,75,6,7,3.8,62,NA,Ngaio,3.26,NA,NA,NA,No
22/Scarpa,HR,M,77,13/02/18,2323,7.48,20.8,0,76,5,8,3.3,296,NA,kanuka,3.75,NA,NA,NA,No
22/Scarpa,HR,M,77,14/02/18,1333,14.17,23.4,0,70,8,9,1.6,195,NA,kanuka,3.26,NA,NA,NA,No
22/Scarpa,HR,M,77,15/02/18,1550,26.28,22.6,0,70,0.5,10,0,NA,NA,kanuka,3.26,NA,NA,NA,No
22/Scarpa,HR,M,77,15/02/18,20,8.50,19.9,0,87,1,11,8.72,10,2.19,kanuka,3.68,1 branch,down,not moving,Yes
22/Scarpa,HR,M,77,17/02/18,1539,39.32,21.3,1,94,3,12,2.26,249,2.14,UNID14,3.67,4 branch,up,not moving,No
22/Scarpa,HR,M,77,18/02/18,1501,23.37,23.3,0,79,3,13,1.4,40,NA,kanuka,3.68,NA,NA,NA,No
22/Scarpa,HR,M,77,19/02/18,1318,22.28,23.5,33.8,67,8,14,3.32,208,1.3,kanuka,3.97,1 branch,NA,NA,No
22/Scarpa,HR,M,77,21/02/18,1502,49.73,19.5,14.4,64,1.5,15,1.98,354,2.4,UNID14,3.72,2 branch,down,not moving,No
22/Scarpa,HR,M,77,22/02/18,1259,21.95,17.2,0,69,7.5,16,0.61,50,2.53,UNID14,3.72,3 branch,down,not moving,No
22/Scarpa,HR,M,77,23/02/18,1655,27.93,19.5,0,73,5,17,3.7,100,NA,kanuka,3.7,?foliage,NA,NA,No
22/Scarpa,HR,M,77,24/02/18,1540,22.75,22,0,69,1,18,3.4,220,NA,kanuka,3.8,NA,NA,NA,No
22/Scarpa,HR,M,77,24/02/18,2319,7.65,19.2,0,78,7,19,3.6,70,NA,kanuka,3.7,NA,NA,NA,No
22/Scarpa,HR,M,77,25/02/18,1408,14.82,21.2,3.4,53,4,20,2.9,20,NA,kanuka,3.7,?foliage,NA,NA,No
22/Scarpa,HR,M,77,25/02/18,2255,8.78,18.8,3.4,64,1,21,3,220,NA,kanuka,3.9,2 branch,up,not moving,No
22/Scarpa,HR,M,77,26/02/18,2239,23.73,15,6,66,1,22,2.5,290,2.1,PITeug,3.9,branch,up,not moving,No
22/Scarpa,HR,M,77,27/02/18,1316,14.62,19.1,6.2,54,4,23,0,NA,1,PITten,3.9,branch,down,not moving,No
22/Scarpa,HR,M,77,28/02/18,1220,23.07,21.2,0.2,81,8,24,1.6,260,2.1,kanuka,4,2 branch,down,not moving,No
22/Scarpa,HR,M,77,28/02/18,25,12.08,17.1,0.2,92,8,25,1.07,26,NA,kanuka,4,NA,NA,NA,No
22/Scarpa,HR,M,77,1/03/18,1340,13.25,23.2,0,66,6,26,1.24,226,NA,kanuka,3.82,NA,NA,NA,No
22/Scarpa,HR,M,77,2/03/18,1500,25.33,23.2,0,70,8,27,0.35,310,NA,kanuka,3.82,NA,NA,NA,No
22/Scarpa,HR,M,77,2/03/18,2318,8.30,17.5,0,82,7.5,28,2.33,160,2.2,kanuka,3.71,3 branch,up,moving,No
22/Scarpa,HR,M,77,4/03/18,1515,39.95,25.1,0,61,1,29,1.74,157,3.38,kanuka,3.84,4 branch,up,not moving,No
22/Scarpa,HR,M,77,5/03/18,1325,22.17,21.4,0,76,8,30,4,345,2.12,kanuka,3.56,2 branch,up,not moving,Yes
23/Ookami,HR,M,83,5/02/18,1556,NA,23.4,0,61,1.5,1,11.9,205,1.75,PITten,3,2 branch,up,not moving,No
23/Ookami,HR,M,83,6/02/18,16,8.33,14.3,0,73,1,2,30.8,98,NA,Ngaio,2.3,NA,NA,NA,No
23/Ookami,HR,M,83,7/02/18,1351,37.58,25.7,0,43,5,3,16.85,207,NA,kanuka,3.41,NA,NA,NA,No
23/Ookami,HR,M,83,8/02/18,1615,26.40,25.8,0,44,2,4,1,310,NA,kanuka,3.41,NA,NA,NA,No
23/Ookami,HR,M,83,12/02/18,1327,93.20,22.1,0,92,8,5,7.9,151,NA,PSEarb,3,NA,NA,NA,No
23/Ookami,HR,M,83,13/02/18,2355,34.47,20.8,0,76,5,6,13,284,NA,UNID13,2.4,NA,NA,NA,No
23/Ookami,HR,M,83,15/02/18,1410,38.25,23.4,0,70,8,7,0.95,85,NA,UNID6,2.72,NA,NA,NA,No
23/Ookami,HR,M,83,17/02/18,2355,57.75,20.3,1,95,7,8,11.26,80,NA,PSEarb,3.28,NA,NA,NA,No
23/Ookami,HR,M,83,18/02/18,1510,15.25,23.3,0,79,3,9,6.15,326,2.3,PITten,3.55,NA,down,not moving,Yes
23/Ookami,HR,M,83,21/02/18,1305,69.92,19.5,14.4,64,1.5,10,5.99,245,NA,Ngaio,4.02,NA,NA,NA,No
23/Ookami,HR,M,83,22/02/18,1336,24.52,17.2,0,69,7.5,11,4.23,198,1.68,kanuka,3.46,3 branch,down,not moving,Yes
23/Ookami,HR,M,83,23/02/18,2330,33.90,19.5,0,73,5,12,9.3,310,3.1,PITten,3.3,foliage,horizontal,moving,No
23/Ookami,HR,M,83,24/02/18,1440,15.17,22,0,69,1,13,0,NA,3.1,PITten,3.3,foliage,NA,NA,No
23/Ookami,HR,M,83,25/02/18,2357,33.28,18.8,3.4,64,1,14,9.5,305,1.4,?,3.5,NA,NA,NA,No
23/Ookami,HR,M,83,26/02/18,1713,17.27,15,6,66,1,15,2.3,285,NA,Ngaio,3.7,NA,NA,NA,No
23/Ookami,HR,M,83,27/02/18,1215,19.03,19.1,6.2,54,4,16,6.3,210,2.1,COProb,2.6,trunk,up,not moving,No
23/Ookami,HR,M,83,28/02/18,1420,26.08,21.2,0.2,81,8,17,0,NA,1.8,COProb,2.6,trunk,up,not moving,No
23/Ookami,HR,M,83,1/03/18,1505,24.75,23.2,0,66,6,18,2.43,356,2.05,COProb,3.45,1 branch,up,moving,No
23/Ookami,HR,M,83,2/03/18,58,9.88,17.5,0,82,7.5,19,16.98,124,NA,kanuka,3.23,NA,NA,NA,No
23/Ookami,HR,M,83,4/03/18,1545,62.78,25.1,0,61,1,20,12.47,33,NA,kanuka,3.82,NA,NA,NA,No
23/Ookami,HR,M,83,8/03/18,1340,93.92,15.5,0,83,8,21,17.83,230,NA,PITten,2.97,NA,NA,NA,No
23/Ookami,HR,M,83,8/03/18,2340,10.00,15.2,0,76,6,22,6.44,203,0.7,NZ flax,1.78,flax leaf,horizontal,not moving,Yes
26/Mokochi,HR,M,72,5/02/18,1236,NA,23.4,0,61,1.5,1,3.1,357,1.8,Ngaio,3.45,2 branch,down,moving,No
26/Mokochi,HR,M,72,6/02/18,1613,27.62,22.6,0,53,0.5,2,18,280,1.67,Ngaio,4.45,1 branch,down,moving,No
26/Mokochi,HR,M,72,7/02/18,1508,22.92,25.7,0,43,5,3,5.5,257,NA,kanuka,3.6,NA,NA,NA,No
26/Mokochi,HR,M,72,8/02/18,1405,22.95,25.8,0,44,2,4,2.05,280,NA,kanuka,3.3,NA,NA,NA,No
26/Mokochi,HR,M,72,12/02/18,1432,96.45,22.1,0,92,8,5,3.53,275,2.1,PITten,2.77,branchlettes,up,not moving,No
26/Mokochi,HR,M,72,13/02/18,1415,23.72,24.1,0,75,6,6,16.7,347,2.65,Ngaio,4,5 branch,up,not moving,No
26/Mokochi,HR,M,72,14/02/18,16,10.02,18.9,0,85,1,7,8.45,202,NA,Ngaio,3.93,NA,NA,NA,No
26/Mokochi,HR,M,72,15/02/18,2305,46.82,19.9,0,87,1,8,3.8,172,1.46,Ngaio,3.6,foam cover,down,not moving,Yes
26/Mokochi,HR,M,72,17/02/18,122,26.28,20.3,1,95,7,9,11.85,49,NA,OLE,3.67,NA,NA,NA,No
26/Mokochi,HR,M,72,18/02/18,1259,35.62,23.3,0,79,3,10,2.23,328,2.48,Ngaio,3.89,3 branch,down,not moving,No
26/Mokochi,HR,M,72,19/02/18,1444,25.75,23.5,33.8,67,8,11,11.66,259,NA,PITten,3.42,?foliage,NA,NA,No
26/Mokochi,HR,M,72,21/02/18,1543,48.98,19.5,14.4,64,1.5,12,7.1,3,NA,Ngaio,3.43,NA,NA,NA,No
26/Mokochi,HR,M,72,22/02/18,2231,30.80,13,0,70,1,13,2.4,81,NA,Ngaio,3.85,NA,NA,NA,No
26/Mokochi,HR,M,72,23/02/18,1427,15.93,20.6,0,67,6,14,8.5,280,2.4,Ngaio,2.85,2 branch,horizontal,not moving,No
26/Mokochi,HR,M,72,24/02/18,1559,25.53,22,0,69,1,15,8.4,150,1.7,Ngaio,2.9,2 branch,NA,NA,No
26/Mokochi,HR,M,72,26/02/18,24,32.42,18.8,6,64,1,16,10.4,80,0.3,Ngaio,3.5,trunk,NA,not moving,No
26/Mokochi,HR,M,72,26/02/18,1830,18.10,15,6,66,1,17,10.1,260,2.6,PITten,3.4,branch,NA,NA,No
26/Mokochi,HR,M,72,27/02/18,1418,19.80,19.1,6.2,54,4,18,2.3,170,NA,kanuka,2.8,NA,NA,NA,No
26/Mokochi,HR,M,72,28/02/18,1255,22.62,21.2,0.2,81,8,19,1.7,290,1.1,COP,1.4,NA,up,not moving,No
26/Mokochi,HR,M,72,1/03/18,1535,26.67,23.2,0,66,6,20,1.35,130,NA,kanuka,3.22,NA,NA,NA,No
26/Mokochi,HR,M,72,1/03/18,2320,7.75,17.5,0,82,8,21,0.6,110,2.41,kanuka,3.22,foliage,horizontal,moving,No
26/Mokochi,HR,M,72,2/03/18,1342,14.37,23.2,0,70,8,22,1.72,310,NA,kanuka,3.48,NA,NA,NA,No
26/Mokochi,HR,M,72,4/03/18,2319,57.62,19.7,0,75,5,23,1.47,331,NA,kanuka,3.07,NA,NA,NA,No
26/Mokochi,HR,M,72,5/03/18,2356,24.62,20.5,0,80,0,24,0.57,145,NA,kanuka,3.29,NA,NA,NA,No
26/Mokochi,HR,M,72,7/03/18,29,24.55,13.6,3,83,6,25,1.23,305,NA,kanuka,3.43,NA,NA,NA,No
26/Mokochi,HR,M,72,8/03/18,1458,38.48,15.5,0,83,8,26,1.39,145,NA,kanuka,3.43,NA,NA,NA,No
26/Mokochi,HR,M,72,8/03/18,24,9.43,15.2,0,76,6,27,1.42,336,NA,kanuka,3.29,NA,NA,NA,No
26/Mokochi,HR,M,72,9/03/18,1423,13.98,17.8,1.8,69,2,28,1.5,172,0,ground,NA,ground,NA,NA,No
27/Casper,HR,M,78,5/02/18,1256,NA,23.4,0,61,1.5,1,8.35,298,1.4,Ngaio,3.8,1 branch,up,not moving,No
27/Casper,HR,M,78,6/02/18,1638,27.70,22.6,0,53,0.5,2,18.3,320,NA,KNIexc,3.93,NA,NA,NA,No
27/Casper,HR,M,78,7/02/18,1448,22.17,25.7,0,43,5,3,2.1,65,NA,Ngaio,3.56,NA,NA,NA,No
27/Casper,HR,M,78,8/02/18,1425,23.62,25.8,0,44,2,4,2.25,280,NA,kanuka,3.45,NA,NA,NA,No
27/Casper,HR,M,78,12/02/18,1457,96.53,22.1,0,92,8,5,1.9,214,NA,kanuka,3.45,NA,NA,NA,No
27/Casper,HR,M,78,13/02/18,1505,24.13,24.1,0,75,6,6,19.5,350,NA,Ngaio,4.1,NA,NA,NA,No
27/Casper,HR,M,78,15/02/18,1435,47.50,22.6,0,70,0.5,7,19.2,303,2.15,kanuka,3.25,3 branch,down,moving,No
27/Casper,HR,M,78,17/02/18,15,33.67,20.3,1,95,7,8,0.42,126,1.83,kanuka,3.25,4 branch,down,not moving,Yes
27/Casper,HR,M,78,18/02/18,1321,37.10,23.3,0,79,3,9,1.82,85,NA,kanuka,3.25,NA,NA,NA,No
27/Casper,HR,M,78,19/02/18,1403,24.70,23.5,33.8,67,8,10,16.66,212,0,grass,NA,long grass,horizontal,not moving,No
27/Casper,HR,M,78,21/02/18,1522,49.32,19.5,14.4,64,1.5,11,18.65,347,1.61,kanuka,3.21,2 branch,up,not moving,No
27/Casper,HR,M,78,22/02/18,2255,31.55,13,0,70,1,12,4.62,6,NA,UNID16,3.6,?foliage,NA,NA,No
27/Casper,HR,M,78,23/02/18,1520,16.42,20.6,0,67,6,13,1.1,145,NA,kanuka,3.45,NA,NA,NA,No
27/Casper,HR,M,78,24/02/18,1240,21.33,22,0,69,1,14,10.3,70,2.1,PITten,2.7,foliage,down,moving,No
27/Casper,HR,M,78,25/02/18,34,11.90,19.2,3.4,78,7,15,23,150,2.4,Ngaio,4.3,2 branch,NA,NA,No
27/Casper,HR,M,78,26/02/18,35,24.02,18.8,6,64,1,16,3.7,50,0.6,Ngaio,4.7,trunk,NA,not moving,No
27/Casper,HR,M,78,26/02/18,1851,18.27,15,6,66,1,17,5,90,NA,Ngaio,4.5,NA,NA,NA,No
27/Casper,HR,M,78,27/02/18,1441,19.83,19.1,6.2,54,4,18,1.6,300,NA,Ngaio,5,NA,NA,NA,No
27/Casper,HR,M,78,28/02/18,1400,23.32,21.2,0.2,81,8,19,2.4,230,NA,Ngaio,5,NA,NA,NA,No
27/Casper,HR,M,78,1/03/18,1315,23.25,23.2,0,66,6,20,1.98,318,NA,Ngaio,5,NA,NA,NA,No
27/Casper,HR,M,78,2/03/18,2232,33.28,17.5,0,82,7.5,21,3.36,118,1.86,Ngaio,3.8,2 branch,up,moving,No
27/Casper,HR,M,78,4/03/18,1320,38.80,25.1,0,61,1,22,9.11,241,NA,Ngaio,3.98,NA,NA,NA,No
27/Casper,HR,M,78,5/03/18,2325,34.08,20.5,0,80,0,23,12.7,156,3.1,Ngaio,3.85,2 branch,up,moving,No
27/Casper,HR,M,78,7/03/18,34,25.15,13.6,3,83,6,24,1.99,309,0.92,Ngaio,3.85,trunk,down,moving,No
27/Casper,HR,M,78,8/03/18,1513,38.65,15.5,0,83,8,25,0.85,310,1,Ngaio,3.85,1 branch,up,not moving,No
27/Casper,HR,M,78,8/03/18,33,9.33,15.2,0,76,6,26,0,NA,1.61,Ngaio,3.85,1 branch,up,moving,No
27/Casper,HR,M,78,9/03/18,1400,13.45,17.8,1.8,69,2,27,1.73,110,3.06,Ngaio,3.85,3 branch,up,basking,No
27/Casper,HR,M,78,9/03/18,2242,8.70,14.1,1.8,66,3,28,0.49,132,1.02,Ngaio,3.85,1 branch,up,moving,No
27/Casper,HR,M,78,10/03/18,1330,14.80,17.8,0,62,6,29,2.4,136,2.92,Ngaio,3.85,2 branch,up,basking,Yes
3/G28,SR,M,78,14/01/18,1155,NA,27.3,0,58,0,0,NA,NA,1.45,Ngaio,NA,foam cover,NA,NA,Yes
3/G28,SR,M,78,15/01/18,30,12.58,20.6,0.2,80,0,1,3.3,140,2.2,kanuka,NA,branch,NA,NA,No
3/G28,SR,M,78,15/01/18,1730,17.00,29.8,0.2,55,3,2,5.8,80,NA,Ngaio,NA,?foliage,NA,NA,No
3/G28,SR,M,78,15/01/18,26,6.93,20.6,0.2,80,0,3,3.4,80,NA,Ngaio,3,NA,NA,NA,No
3/G28,SR,M,78,16/01/18,1255,12.48,25.9,0,56,6,4,10.8,140,NA,UNIDx1,NA,NA,NA,NA,No
3/G28,SR,M,78,16/01/18,2345,10.83,20,0,84,8,5,4.8,80,NA,Ngaio,3,3 branch,NA,NA,No
3/G28,SR,M,78,18/01/18,1057,35.20,19.7,9,87,8,6,3.4,0,1.4,Ngaio,3,foam cover,NA,NA,No
3/G28,SR,M,78,19/01/18,1225,25.47,20.3,0.2,95,7,7,1.2,100,3,Ngaio,5,2 branch,NA,NA,No
3/G28,SR,M,78,20/01/18,12,11.78,22.1,0,70,8,8,3.7,310,NA,NA,NA,NA,NA,NA,No
3/G28,SR,M,78,21/01/18,2250,46.63,20.1,0,89,8,9,NA,NA,NA,NA,NA,?foliage,NA,NA,No
3/G28,SR,M,78,23/01/18,1200,37.17,23.6,0,78,6,10,2.8,290,NA,Ngaio,CD2 tree,NA,NA,NA,No
3/G28,SR,M,78,24/01/18,1442,26.70,26.3,0,70,0.5,11,1.35,70,2.55,Ngaio,CD2 tree,2 branch,up,moving,No
3/G28,SR,M,78,28/01/18,2250,104.13,20.2,0,87,2,12,4.45,312,2.1,Ngaio,2.8,branch,down,moving,No
3/G28,SR,M,78,29/01/18,2240,23.83,21.2,0,83,0,13,6.9,112,3,PITten ,4.9,3 branch,up,moving,No
3/G28,SR,M,78,30/01/18,2240,24.00,21.2,0,88,6,14,2.3,251,3.4,PITten,3.65,3 branch,down,moving,No
3/G28,SR,M,78,1/02/18,1352,39.20,24.1,27.2,73,8,15,1.55,310,NA,PITten,3.65,NA,NA,NA,No
3/G28,SR,M,78,2/02/18,1436,24.73,21.3,0,66,6.5,16,10.15,325,2.7,Ngaio,3.85,3 branch,up,moving,No
3/G28,SR,M,78,3/02/18,1524,24.80,17.4,0,61,7.5,17,5.8,180,1.35,Ngaio,4.5,foam cover,down,not moving,No
3/G28,SR,M,78,5/02/18,2337,56.22,18.8,0,77,0,18,0.5,10,2.67,Ngaio,4.5,2 branch,down,moving,No
3/G28,SR,M,78,6/02/18,105,1.47,14.3,0,73,1,19,2.9,270,NA,Ngaio,4.5,NA,NA,NA,No
3/G28,SR,M,78,7/02/18,15,23.17,15.7,0,65,0,20,3.6,330,1.9,Ngaio,3.1,2 branch,down,not moving,Yes
3/G28,SR,M,78,8/02/18,107,24.87,17.6,0,62,0,21,2.7,118,1.41,Ngaio,5.1,2 branch,down,not moving,Yes
3/G28,SR,M,78,12/02/18,2255,117.80,21.1,0,90,7,22,8.8,79,2.87,UNID6,3.43,2 branch,up,moving,No
3/G28,SR,M,78,14/02/18,1349,38.90,23.4,0,70,8,23,3.26,90,0.4,ground,3.97,dead branch,down,not moving,Yes
