ID,release_type,Sex,SVL,Date,Time,hours,Temp,Rainfall,Humidity,Cloud cover,Fix,Distance,Direction,Ht_ground,Tree spp,Tree_ht,Microhabitat,Orientation,Activity,Disturbed
3/G28,SR,M,78,17/02/18,1401,72.20,21.3,1,94,3,23,12.12,258,NA,Ngaio,3.88,NA,NA,NA,No
3/G28,SR,M,78,18/02/18,56,10.92,20.7,0,81,0,25,8.67,56,NA,UNID6,3.19,NA,NA,NA,No
3/G28,SR,M,78,19/02/18,1230,35.57,23.5,33.8,67,8,26,9.11,315,0.86,UNID15,3.32,trunk,down,moving,No
3/G28,SR,M,78,28/02/18,1330,217.00,21.2,0.2,81,8,27,7.2,150,1.3,Ngaio,5,foam cover,NA,not moving,Yes
3/G28,SR,M,78,1/03/18,1250,23.33,23.2,0,66,6,28,2.21,299,3.9,Ngaio,5,5 branch,up,moving,No
3/G28,SR,M,78,2/03/18,2245,33.92,17.5,0,82,7.5,29,11.67,308,1.26,Ngaio,3.87,2 branch,down,not moving,Yes
3/G28,SR,M,78,4/03/18,1255,38.17,25.1,0,61,1,30,10.32,136,NA,Ngaio,4.33,NA,NA,NA,No
3/G28,SR,M,78,5/03/18,2255,34.00,20.5,0,80,0,31,3.77,2,3.46,Ngaio,3.75,3 branch,horizontal,moving,No
3/G28,SR,M,78,7/03/18,2228,47.55,13.6,3,83,6,32,3.8,235,1.95,Ngaio,5.22,2 branch,up,not moving,Yes
4/G01,SR,F,83,15/01/18,130,NA,19.2,0.2,72,0,0,NA,NA,NA,kanuka,NA,foliage,NA,NA,Yes
4/G01,SR,F,83,15/01/18,1600,14.50,29.8,0.2,55,3,1,2.4,250,NA,PITcra,NA,?foliage,NA,NA,No
4/G01,SR,F,83,15/01/18,48,8.80,20.6,0.2,80,0,2,1.2,90,NA,Ngaio,NA,NA,NA,NA,No
4/G01,SR,F,83,16/01/18,1750,17.03,25.9,0,56,6,3,6.6,310,NA,UNIDx2,3,NA,NA,NA,No
4/G01,SR,F,83,17/01/18,1500,21.17,24.9,24.6,52,8,4,1.9,310,NA,kanuka,3,NA,NA,NA,No
4/G01,SR,F,83,19/01/18,1140,44.67,20.3,0.2,95,7,5,3.1,120,3.9,kanuka,4.2,?foliage,NA,NA,No
4/G01,SR,F,83,19/01/18,2308,11.47,21.1,0.2,89,0,6,1.45,130,NA,kanuka,3.5,?foliage,NA,NA,No
4/G01,SR,F,83,20/01/18,1609,17.02,23.8,0,74,2,7,2.45,340,NA,kanuka,4,1 branch?,NA,NA,No
4/G01,SR,F,83,21/01/18,1700,24.85,24.1,0,76,4,8,1.7,90,NA,kanuka,4,NA,NA,NA,No
4/G01,SR,F,83,21/01/18,2335,6.58,20.1,0,89,8,9,1,340,NA,kanuka,,NA,NA,NA,No
4/G01,SR,F,83,22/01/18,1407,14.53,22.5,0,78,7.5,10,0.9,80,3.8,kanuka,3.8,foliage,NA,NA,No
4/G01,SR,F,83,8/03/18,1400,1079.88,15.5,0,83,8,11,3.09,11,1.86,kanuka,3.73,1 branch,down,not moving,Yes
5/G32,SR,M,90,15/01/18,1540,NA,29.8,0.2,55,3,0,NA,NA,2.3,kanuka,2.860208622,branch,NA,NA,Yes
5/G32,SR,M,90,15/01/18,48,-14.87,20.6,0.2,80,0,1,1.1,180,NA,kanuka,NA,?foliage,NA,NA,No
5/G32,SR,M,90,16/01/18,,NA,25.9,0,56,6,2,2.8,350,NA,kanuka,3,NA,NA,NA,No
5/G32,SR,M,90,17/01/18,1400,NA,24.9,24.6,52,8,3,0,NA,NA,kanuka,3,NA,NA,NA,No
5/G32,SR,M,90,19/01/18,1130,45.50,20.3,0.2,95,7,4,4.3,280,2.5,kanuka,2.7,1 branch,NA,NA,No
5/G32,SR,M,90,20/01/18,2346,36.27,22.1,0,70,8,5,2.6,40,NA,kanuka,NA,NA,NA,NA,No
5/G32,SR,M,90,21/01/18,2320,23.57,20.1,0,89,8,6,7.2,140,NA,kanuka,2.860208622,?foliage,NA,NA,No
5/G32,SR,M,90,22/01/18,1522,16.03,22.5,0,78,7.5,7,10.4,355,NA,kanuka,3.15,NA,NA,NA,No
5/G32,SR,M,90,23/01/18,1340,22.30,23.6,0,78,6,8,2.9,0,NA,kanuka,3.4,NA,NA,NA,No
5/G32,SR,M,90,23/01/18,0,10.33,22.2,0,82,8,9,0.4,230,1.7,kanuka,3.4,1 branch,up,moving,No
5/G32,SR,M,90,24/01/18,10,0.17,21.1,0,90,0.5,10,10.7,210,NA,kanuka,NA,NA,NA,NA,No
5/G32,SR,M,90,28/01/18,1435,110.42,26.5,0,63,0,11,13.2,40,2,kanuka,3.35,3 branch,up,moving,maybe
5/G32,SR,M,90,29/01/18,2320,32.75,21.2,0,83,0,12,3.2,283,NA,kanuka,3.6,NA,NA,NA,No
5/G32,SR,M,90,30/01/18,1255,13.58,24.3,0,75,7,13,0.8,220,1.65,kanuka,3.6,1 branch,down,moving,maybe
5/G32,SR,M,90,2/02/18,1255,72.00,21.3,0,66,6.5,14,0.55,241,NA,kanuka,3.6,NA,NA,NA,No
5/G32,SR,M,90,2/02/18,2246,9.85,15.1,0,71,7,15,0.95,330,3.6,kanuka,3.6,foliage,horizontal,moving,No
5/G32,SR,M,90,3/02/18,1405,15.32,17.4,0,61,7.5,16,0,NA,NA,kanuka,3.6,NA,NA,NA,No
5/G32,SR,M,90,3/02/18,2329,9.40,14,0,62,1,17,0.9,290,NA,kanuka,3.5,?foliage,NA,NA,No
5/G32,SR,M,90,6/02/18,1303,61.57,22.6,0,53,0.5,18,4.3,90,NA,kanuka,3.71,NA,NA,NA,No
5/G32,SR,M,90,8/02/18,2335,58.53,17.6,0,62,0,19,0.7,320,NA,kanuka,3.71,?foliage,NA,NA,No
5/G32,SR,M,90,12/02/18,2332,95.95,21.1,0,90,7,20,0,NA,NA,kanuka,3.71,?foliage,NA,NA,No
5/G32,SR,M,90,13/02/18,2307,23.58,20.8,0,76,5,21,1.62,230,NA,kanuka,3.67,NA,NA,NA,No
5/G32,SR,M,90,14/02/18,1622,17.25,23.4,0,70,8,22,0.65,291,NA,kanuka,3.67,NA,NA,NA,No
5/G32,SR,M,90,15/02/18,2337,31.25,19.9,0,87,1,23,3.1,42,1.95,kanuka,3.98,1 branch,NA,moving,maybe
5/G32,SR,M,90,17/02/18,1530,39.88,21.3,1,94,3,24,5.6,188,NA,kanuka,4.1,NA,NA,NA,No
5/G32,SR,M,90,18/02/18,2316,31.77,20.7,0,81,0,25,2.26,147,NA,PITten,3.83,?foliage,NA,NA,No
5/G32,SR,M,90,19/02/18,1330,14.23,23.5,33.8,67,8,26,3.42,152,2.32,Ngaio,3.37,3 branch,up,not moving,Yes
5/G32,SR,M,90,22/02/18,1244,71.23,17.2,0,69,7.5,27,3.31,288,NA,kanuka,3.77,NA,NA,NA,No
5/G32,SR,M,90,22/02/18,2324,10.67,13,0,70,1,28,0.8,286,NA,kanuka,3.77,?foliage,NA,NA,No
5/G32,SR,M,90,23/02/18,1520,15.93,20.6,0,67,6,29,1.3,150,2,kanuka,3.77,branchlettes,horizontal,not moving,Yes
5/G32,SR,M,90,24/02/18,1310,21.83,22,0,69,1,30,8.1,30,NA,kanuka,4.6,NA,NA,NA,No
5/G32,SR,M,90,25/02/18,2223,33.22,18.8,3.4,64,1,31,1.2,260,NA,kanuka,4.1,NA,NA,NA,No
5/G32,SR,M,90,26/02/18,2235,24.20,15,6,66,1,32,2.2,240,NA,kanuka,4.1,?foliage,NA,NA,No
5/G32,SR,M,90,27/02/18,1356,15.35,19.1,6.2,54,4,33,2,230,NA,kanuka,3.5,NA,NA,NA,No
5/G32,SR,M,90,28/02/18,1230,22.57,21.2,0.2,81,8,34,1,330,2.1,kanuka,4.2,2 branch,up,not moving,No
5/G32,SR,M,90,28/02/18,2327,10.95,17.1,0.2,92,8,35,1.36,306,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,1/03/18,1407,14.67,23.2,0,66,6,36,1.25,70,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,1/03/18,40,10.55,17.5,0,82,8,37,0.83,211,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,2/03/18,1521,14.68,23.2,0,70,8,38,1.51,352,NA,kanuka,4.2,?foliage,NA,NA,No
5/G32,SR,M,90,2/03/18,23,9.03,17.5,0,82,7.5,39,0,NA,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,4/03/18,1358,37.58,25.1,0,61,1,40,0.6,139,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,4/03/18,35,10.62,19.7,0,75,5,41,0,NA,NA,kanuka,4.2,NA,NA,NA,No
5/G32,SR,M,90,5/03/18,1401,13.43,21.4,0,76,8,42,0.86,252,1.71,kanuka,4.2,2 branch,up,not moving,Yes
6/G18,SR,M,86,15/01/18,2218,NA,20.6,0.2,80,0,0,NA,NA,2.1,Ngaio,2.987274929,branch,NA,NA,Yes
6/G18,SR,M,86,16/01/18,1800,19.70,25.9,0,56,6,1,4.9,120,2.4,PITten,3,3 branch,NA,NA,No
6/G18,SR,M,86,16/01/18,100,7.00,20,0,84,8,2,3.9,310,NA,?,3,NA,NA,NA,No
6/G18,SR,M,86,18/01/18,1325,36.42,19.7,9,87,8,3,3.6,252,3.3,kanuka,3.6,foliage,NA,NA,No
6/G18,SR,M,86,19/01/18,1600,26.58,20.3,0.2,95,7,4,0.5,170,NA,kanuka,3.6,foliage,NA,NA,No
6/G18,SR,M,86,19/01/18,220,10.33,21.1,0.2,89,0,5,1.6,290,NA,OLE,NA,?foliage,NA,NA,No
6/G18,SR,M,86,20/01/18,2230,20.17,22.1,0,70,8,6,9,100,3.1,COProb,3.62,?foliage,NA,NA,No
6/G18,SR,M,86,21/01/18,0,1.50,20.1,0,89,8,7,2.6,0,NA,PITten,3.1,foliage,NA,NA,No
6/G18,SR,M,86,23/01/18,1230,60.50,23.6,0,78,6,8,2.3,310,2.6,PITten,3.6,2 branch,NA,NA,Yes
6/G18,SR,M,86,24/01/18,1636,28.10,26.3,0,70,0.5,9,4,190,NA,PITten,2.75,NA,NA,NA,No
6/G18,SR,M,86,28/01/18,2403,103.45,20.2,0,87,2,10,3.8,2.5,NA,PITten,3.4,NA,NA,NA,No
6/G18,SR,M,86,29/01/18,1420,14.28,24.3,0,69,0,11,2.15,52,1.63,PITten,3.3,2 branch,up,moving,No
6/G18,SR,M,86,30/01/18,1503,24.72,24.3,0,75,7,12,2.35,232,NA,kanuka,3.52,?foliage,NA,NA,No
6/G18,SR,M,86,2/02/18,1422,71.32,21.3,0,66,6.5,13,2.3,250,NA,PITten,3.35,NA,NA,NA,No
6/G18,SR,M,86,2/02/18,2340,9.30,15.1,0,71,7,14,3.2,292,NA,kanuka,3.5,NA,NA,NA,No
6/G18,SR,M,86,3/02/18,1440,15.00,17.4,0,61,7.5,15,4.2,107,3.05,OLEpan,3.8,4 branch,up,moving,No
6/G18,SR,M,86,3/02/18,26,9.77,14,0,62,1,16,0,NA,NA,OLEpan,3.8,?foliage,NA,NA,No
6/G18,SR,M,86,5/02/18,2256,46.50,18.8,0,77,0,17,0.4,39,3.8,OLEpan,3.8,foliage,up,not moving,No
6/G18,SR,M,86,6/02/18,1403,15.12,22.6,0,53,0.5,18,0.9,90,3.15,PITten,3.68,3 branch,up,moving,Yes
6/G18,SR,M,86,8/02/18,35,34.53,17.6,0,62,0,19,2.5,280,NA,OLEpan,3.25,?foliage,NA,NA,No
6/G18,SR,M,86,12/02/18,22,95.78,21.1,0,90,7,20,5.42,296,1.38,PITten,2.9,3 branch,down,not moving,Yes
6/G18,SR,M,86,13/02/18,20,23.97,20.8,0,76,5,21,3.22,92,1.2,kanuka,3.46,branchlettes,down,moving,Yes
6/G18,SR,M,86,14/02/18,2245,46.42,18.9,0,85,1,22,2.65,122,NA,OLEpan,3.25,NA,NA,NA,No
6/G18,SR,M,86,15/02/18,0,1.25,19.9,0,87,1,23,1.2,16,3.25,OLEpan,3.25,foliage,NA,NA,No
6/G18,SR,M,86,17/02/18,1451,62.85,21.3,1,94,3,24,1.18,292,2.9,PITten,3.49,branchlettes,horizontal,moving,No
6/G18,SR,M,86,18/02/18,1354,23.05,23.3,0,79,3,25,4.88,45,2.68,PITten,3.45,3 branch,down,basking,No
6/G18,SR,M,86,21/02/18,1348,71.90,19.5,14.4,64,1.5,26,4.22,235,2.7,OLEpan,3.59,2 branch,NA,NA,No
6/G18,SR,M,86,22/02/18,1508,25.33,17.2,0,69,7.5,27,3.24,77,2.35,PITten,3.31,2 branch,up,not moving,Yes
6/G18,SR,M,86,24/02/18,5,32.95,19.5,0,73,5,28,1.7,130,NA,OLE,3.4,?foliage,NA,NA,No
6/G18,SR,M,86,24/02/18,1506,15.02,22,0,69,1,29,6.1,280,NA,Ngaio,3.5,NA,NA,NA,No
6/G18,SR,M,86,25/02/18,100,9.90,19.2,3.4,78,7,30,1.8,140,NA,OLE,3.5,?foliage,NA,NA,No
6/G18,SR,M,86,25/02/18,1425,13.42,21.2,3.4,53,4,31,0.8,310,2.4,PITten,3.3,branchlettes,down,not moving,Yes
6/G18,SR,M,86,26/02/18,2320,32.92,15,6,66,1,32,2,240,NA,PITten,3.5,?foliage,NA,NA,No
6/G18,SR,M,86,27/02/18,1520,16.00,19.1,6.2,54,4,33,2.7,140,NA,PITten,3.5,NA,NA,NA,No
6/G18,SR,M,86,28/02/18,2304,31.73,21.2,0.2,81,8,34,1.22,223,NA,PITten,3.5,NA,NA,NA,No
6/G18,SR,M,86,1/03/18,10,1.10,17.5,0,82,8,35,1.27,197,NA,OLE,4.02,?foliage,NA,NA,No
6/G18,SR,M,86,2/03/18,1352,37.70,23.2,0,70,8,36,5.88,322,1.3,PITten,2.9,3 branch,up,not moving,Yes
6/G18,SR,M,86,4/03/18,2340,57.80,19.7,0,75,5,37,7.5,72,NA,Ngaio,3.93,NA,NA,NA,No
6/G18,SR,M,86,5/03/18,1513,15.55,21.4,0,76,8,38,6.3,186,1.62,kanuka,3.24,2 branch,up,not moving,Yes
7/G27,SR,F,80,16/01/18,1130,NA,25.9,0,56,6,0,NA,NA,1.3,UNIDx1,NA,foam cover,NA,NA,Yes
7/G27,SR,F,80,16/01/18,2330,12.00,20,0,84,8,1,4.1,180,NA,Ngaio,3,NA,NA,NA,No
7/G27,SR,F,80,18/01/18,1140,36.17,19.7,9,87,8,2,5.2,320,1.7,Ngaio,3,2 branch,NA,NA,No
7/G27,SR,F,80,19/01/18,1424,26.73,22.8,0.2,95,3,3,3.6,330,NA,Ngaio,3,foliage,NA,NA,No
7/G27,SR,F,80,19/01/18,2319,8.92,21.1,0.2,89,0,4,1.7,20,3.7,Ngaio,NA,2 branch,NA,NA,No
7/G27,SR,F,80,20/01/18,1615,16.93,23.8,0,74,2,5,1.4,80,NA,Ngaio,NA,NA,NA,NA,No
7/G27,SR,F,80,25/02/18,1618,864.05,21.2,3.4,53,4,6,NA,NA,1.4,Ngaio,5,foam cover,NA,not moving,Yes
8/G11?,SR,M,88,16/01/18,1520,NA,25.9,0,56,6,0,NA,NA,1.6,kanuka,3,2 branch,NA,NA,Yes
8/G11?,SR,M,88,17/01/18,1434,23.23,24.9,24.6,52,8,1,3.2,60,1.2,kanuka,3,1 branch,down,moving,No
8/G11?,SR,M,88,19/01/18,1122,44.80,20.3,0.2,95,7,2,1,200,2.4,kanuka,3.5,branch,NA,NA,No
8/G11?,SR,M,88,19/01/18,27,13.08,21.1,0.2,89,0,3,3.8,70,3.3,Ngaio,NA,2 branch,NA,NA,No
8/G11?,SR,M,88,20/01/18,1450,14.38,23.8,0,74,2,4,5.9,340,2.6,Ngaio,NA,NA,NA,NA,No
8/G11?,SR,M,88,21/01/18,1523,24.55,24.1,0,76,4,5,11.2,202.5,NA,UNID4,3.4,NA,NA,NA,No
8/G11?,SR,M,88,22/01/18,1720,25.95,22.5,0,78,7.5,6,8.5,80,1,Dead tree,2,branch,down,moving,maybe
8/G11?,SR,M,88,23/01/18,2342,30.37,22.2,0,82,8,7,3.6,50,3.25,Ngaio,4.4,2 branch,NA,NA,No
8/G11?,SR,M,88,24/01/18,1407,14.42,26.3,0,70,0.5,8,1.7,332.5,NA,Ngaio,4.4,NA,NA,NA,No
8/G11?,SR,M,88,29/01/18,1258,118.85,24.3,0,69,0,9,14.9,268,2.07,PITten,3.35,2 branch,NA,NA,No
9/G35,SR,M,85,16/01/18,1600,NA,25.9,0,56,6,0,NA,NA,2.1,kanuka,3,1 branch,NA,NA,Yes
9/G35,SR,M,85,17/01/18,1640,24.67,24.9,24.6,52,8,1,3.4,260,NA,kanuka,3,NA,NA,NA,No
9/G35,SR,M,85,19/01/18,1100,42.33,20.3,0.2,95,7,2,10.7,10,1.6,Ngaio,3.5,1 branch,NA,NA,No
9/G35,SR,M,85,19/01/18,11,13.18,21.1,0.2,89,0,3,3.8,80,3.2,kanuka,3.6,foliage,NA,NA,No
9/G35,SR,M,85,20/01/18,1450,14.65,23.8,0,74,2,4,4,280,2.2,kanuka,3.3,2 branch,NA,NA,No
9/G35,SR,M,85,28/02/18,1435,935.75,21.2,0.2,81,8,5,NA,NA,1.4,kanuka,3.4,NA,down,not moving,No
9/G35,SR,M,85,1/03/18,2309,32.57,17.5,0,82,8,6,3.76,95,1.98,Ngaio,2.89,4 branch,down,moving,No
9/G35,SR,M,85,2/03/18,1322,14.22,23.2,0,70,8,7,1.97,114,2.44,Ngaio,2.89,2 branch,up,moving,No
9/G35,SR,M,85,4/03/18,2300,57.63,19.7,0,75,5,8,3.07,87,1.5,Ngaio,3.87,2 branch,up,moving,No
9/G35,SR,M,85,5/03/18,15,1.25,20.5,0,80,0,9,1.32,95,NA,Ngaio,3.87,NA,NA,NA,No
9/G35,SR,M,85,7/03/18,56,48.68,13.6,3,83,6,10,1.49,235,3.05,kanuka,3.65,1 branch,NA,NA,No
9/G35,SR,M,85,8/03/18,1524,38.47,15.5,0,83,8,11,1.29,136,2.77,Ngaio,4.25,3 branch,down,moving,Yes
